region,time,air_freight_loaded,air_freight_unloaded,air_passengers_arrived,air_passengers_departed,area,tourist_arrivals,hospital_stay,broadband_access,death_rate_all,death_rate_hiv,death_rate_influenza,death_rate_tb,death_rate_viralhepatitis,disposable_income,gdp_per_inhabitant,medical_doctors,nurses_midwives,Available beds in hospitals (HP.1),curative_care_beds,longterm_care_beds,other_beds,psychiatric_care_beds,rehabilitative_care_beds,internet_contact_authorities,length_electrified_railway,length_motorways,length_other_roads,length_large_railway,length_railway,maritime_freight_loaded,maritime_freight_unloaded,maritime_passengers_disembarked,maritime_passengers_embarked,median_age,lower_education,tertiary_education,higher_education,population_density,population_numbers,risk_of_poverty_or_social_exclusion
Sud,2009,4.0,6.0,5835.0,5890.0,73800.0,8459586.0,,32.0,,,,,,12700.0,17900.0,,,,,,,,,,2552.0,1467.0,52317.0,1498.0,3924.0,38706.0,63546.0,18244.0,16777.0,40.6,53.0,12.7,34.3,,13971529.0,39.7
Toscana,2009,3.0,2.0,2837.0,2838.0,22988.0,5520905.0,7.1,43.0,,,,,,18500.0,28200.0,15076.0,25642.0,12094.0,10843.0,375.0,0.0,477.0,876.0,,950.0,436.0,12878.0,780.0,1450.0,11229.0,21654.0,6715.0,5925.0,45.4,45.6,14.9,39.5,161.1,3641389.0,14.9
Umbria,2009,0.0,0.0,58.0,60.0,8464.0,1452280.0,6.5,41.0,,,,,,17300.0,24500.0,3666.0,5772.0,2670.0,2426.0,14.0,0.0,33.0,230.0,,352.0,59.0,5032.0,180.0,367.0,,,,,44.9,37.5,15.9,46.6,106.4,875261.0,17.1
Valle d'Aosta/Vallée d'Aoste,2009,,,,,3261.0,633940.0,8.3,34.0,,,,,,19500.0,33900.0,443.0,870.0,481.0,401.0,0.0,0.0,15.0,80.0,,,114.0,653.0,,81.0,,,,,43.8,50.6,10.8,38.6,39.1,126369.0,12.1
Veneto,2009,16.0,13.0,5738.0,5734.0,18407.0,5563723.0,9.1,39.0,,,,,,18100.0,29300.0,15408.0,32663.0,17566.0,14919.0,995.0,0.0,905.0,1652.0,,781.0,525.0,10181.0,602.0,1184.0,5210.0,25358.0,698.0,142.0,43.0,44.3,13.1,42.6,275.2,4827619.0,14.6
Abruzzo,2010,1.0,1.0,228.0,228.0,10833.0,1314899.0,7.8,49.0,,,,,,15000.0,23100.0,5246.0,9897.0,4680.0,3804.0,252.0,0.0,115.0,624.0,,318.0,352.0,6899.0,123.0,511.0,56.0,1074.0,,,43.9,41.2,16.4,42.4,122.9,1307778.0,27.4
Basilicata,2010,,,,,10073.0,440521.0,7.8,41.0,,,,,,12300.0,18600.0,1906.0,3933.0,1851.0,1575.0,118.0,0.0,29.0,158.0,,218.0,29.0,5910.0,25.0,363.0,,,,,42.9,46.9,12.5,40.6,59.7,581140.0,35.2
Calabria,2010,1.0,1.0,1189.0,1188.0,15222.0,1230002.0,7.4,42.0,,,,,,11900.0,16800.0,7229.0,11853.0,6324.0,5362.0,429.0,0.0,140.0,533.0,,488.0,295.0,11554.0,279.0,851.0,20579.0,22758.0,4946.0,4945.0,41.5,49.3,13.8,36.8,133.2,1966336.0,41.5
Campania,2010,1.0,2.0,2762.0,2774.0,13670.0,2890205.0,6.6,41.0,,,,,,12200.0,17500.0,21224.0,32325.0,17238.0,15382.0,508.0,0.0,336.0,1348.0,,866.0,442.0,10574.0,627.0,1108.0,7182.0,12591.0,11984.0,11874.0,39.5,53.9,12.9,33.2,430.3,5758375.0,45.1
Centro (IT),2010,105.0,90.0,23361.0,23510.0,58085.0,12386830.0,,53.0,,,,,,18100.0,30200.0,,,,,,,,,,2680.0,1133.0,34195.0,2044.0,3452.0,20297.0,36451.0,7177.0,7416.0,44.3,39.1,17.4,43.5,,11520777.0,19.9
Emilia-Romagna,2010,17.0,13.0,3440.0,3433.0,22453.0,6705906.0,8.3,,,,,,,20200.0,32000.0,17525.0,30483.0,17699.0,14012.0,2248.0,0.0,525.0,1439.0,,1203.0,568.0,19131.0,759.0,1291.0,2817.0,19369.0,,,44.8,39.9,16.1,44.0,192.4,4306684.0,12.7
Friuli-Venezia Giulia,2010,0.0,0.0,359.0,362.0,7862.0,1113411.0,8.1,51.0,,,,,,18900.0,28800.0,4566.0,9352.0,4430.0,4039.0,121.0,0.0,42.0,270.0,,377.0,210.0,3363.0,298.0,466.0,8339.0,36594.0,,,45.8,40.7,13.6,45.6,161.6,1221569.0,14.6
Isole,2010,7.0,11.0,9508.0,9533.0,49933.0,4024805.0,,43.0,,,,,,12600.0,18300.0,,,,,,,,,,800.0,654.0,27359.0,228.0,1807.0,62545.0,75822.0,14271.0,14252.0,41.9,53.6,12.4,34.0,,6638776.0,42.2
Italy,2010,464.0,415.0,69243.0,69328.0,302073.0,55019508.0,7.9,49.0,,,,,,16900.0,26900.0,226384.0,392136.0,215980.0,179773.0,11164.0,0.0,6089.0,25043.0,23.0,11895.0,6668.0,179752.0,7502.0,16648.0,165559.0,316683.0,41031.0,41167.0,43.3,44.9,14.8,40.3,,59190144.0,25.0
Lazio,2010,98.0,84.0,20168.0,20319.0,17232.0,3635637.0,8.8,53.0,,,,,,18400.0,33400.0,25507.0,40431.0,22912.0,17752.0,1393.0,0.0,317.0,3767.0,,1110.0,470.0,10560.0,888.0,1250.0,3302.0,9988.0,1446.0,1442.0,43.3,34.8,19.3,45.9,323.3,5442963.0,22.4
Liguria,2010,1.0,0.0,637.0,635.0,5416.0,2331676.0,8.8,48.0,,,,,,19200.0,29400.0,6705.0,14013.0,5983.0,5233.0,65.0,0.0,210.0,685.0,,484.0,375.0,4195.0,326.0,500.0,20304.0,50087.0,1324.0,1346.0,48.3,36.8,18.4,44.9,295.6,1576443.0,16.4
Lombardia,2010,312.0,280.0,17470.0,17356.0,23864.0,6466236.0,8.1,53.0,,,,,,20700.0,35700.0,34484.0,57485.0,38201.0,30199.0,1339.0,0.0,871.0,6663.0,,1403.0,589.0,11247.0,797.0,1681.0,,,,,43.5,42.2,15.9,41.9,422.5,9600951.0,15.2
Marche,2010,3.0,3.0,249.0,255.0,9401.0,1808818.0,7.8,,,,,,,17100.0,25900.0,5343.0,9285.0,5713.0,4804.0,539.0,0.0,155.0,370.0,,239.0,168.0,6142.0,195.0,385.0,4002.0,5933.0,746.0,771.0,44.5,42.4,16.1,41.6,164.5,1540272.0,18.4
Molise,2010,,,,,4461.0,170766.0,7.8,34.0,,,,,,13800.0,20900.0,1180.0,2782.0,1381.0,1098.0,38.0,0.0,29.0,245.0,,66.0,36.0,2972.0,23.0,270.0,,,,,44.3,46.8,14.8,38.4,72.0,315536.0,32.0
Nord-Est,2010,35.0,28.0,9809.0,9797.0,62327.0,17631358.0,,53.0,,,,,,19200.0,31100.0,,,,,,,,,,2657.0,1515.0,37324.0,1862.0,3305.0,16696.0,84951.0,174.0,180.0,44.1,41.0,14.7,44.2,,11387297.0,14.2
Nord-Ovest,2010,313.0,281.0,19877.0,19762.0,57928.0,12276278.0,,51.0,,,,,,20100.0,33100.0,,,,,,,,,,3199.0,1899.0,30710.0,1869.0,4153.0,20304.0,50087.0,1324.0,1346.0,44.5,42.0,15.6,42.5,,15666121.0,16.2
Piemonte,2010,1.0,1.0,1770.0,1771.0,25387.0,2845531.0,9.3,48.0,,,,,,19100.0,28600.0,14982.0,27872.0,17168.0,12671.0,1396.0,0.0,829.0,3101.0,,1312.0,821.0,14626.0,746.0,1891.0,,,,,45.5,43.1,14.1,42.9,175.5,4362041.0,18.2
Provincia Autonoma di Bolzano/Bozen,2010,0.0,0.0,27.0,27.0,7398.0,2202599.0,8.0,50.0,,,,,,21500.0,38100.0,1499.0,4992.0,2038.0,1726.0,154.0,0.0,62.0,158.0,,295.0,212.0,5181.0,199.0,362.0,,,,,40.9,44.7,12.6,42.7,67.9,498315.0,10.6
Provincia Autonoma di Trento,2010,,,,,6207.0,1999647.0,10.1,57.0,,,,,,20000.0,33800.0,1665.0,4093.0,2189.0,1606.0,216.0,0.0,47.0,367.0,,,,,,,,,,,42.9,34.6,16.0,49.4,84.8,518796.0,10.8
Puglia,2010,1.0,2.0,2510.0,2536.0,19541.0,2653843.0,6.8,41.0,,,,,,12300.0,17200.0,14180.0,26493.0,14310.0,12657.0,497.0,0.0,273.0,1156.0,,603.0,313.0,12255.0,422.0,828.0,17584.0,32659.0,988.0,999.0,41.5,55.5,11.6,32.9,211.1,4048007.0,36.3
Sardegna,2010,2.0,4.0,3191.0,3208.0,24100.0,1544211.0,7.2,54.0,,,,,,13600.0,20100.0,7543.0,11912.0,6129.0,5858.0,108.0,0.0,111.0,163.0,,0.0,,8864.0,50.0,429.0,21456.0,29403.0,6176.0,6021.0,43.6,54.0,12.4,33.7,68.7,1641347.0,26.2
Sicilia,2010,5.0,7.0,6317.0,6325.0,25833.0,2480594.0,6.9,39.0,,,,,,12300.0,17700.0,20637.0,29520.0,15135.0,13677.0,333.0,0.0,571.0,1125.0,,800.0,654.0,18495.0,178.0,1378.0,41089.0,46418.0,8095.0,8231.0,41.2,53.5,12.4,34.1,196.8,4997429.0,47.4
Sud,2010,4.0,6.0,6689.0,6726.0,73800.0,8700236.0,,42.0,,,,,,12500.0,18000.0,,,,,,,,,,2559.0,1467.0,50164.0,1499.0,3931.0,45401.0,69081.0,17918.0,17819.0,41.0,52.1,13.0,34.9,,13977172.0,39.7
Toscana,2010,4.0,2.0,2890.0,2882.0,22988.0,5447596.0,7.0,54.0,,,,,,18100.0,28400.0,15237.0,25860.0,12085.0,10835.0,395.0,0.0,472.0,855.0,,976.0,436.0,12346.0,781.0,1450.0,12993.0,20530.0,4985.0,5203.0,45.6,45.1,15.3,39.6,161.7,3657340.0,17.5
Umbria,2010,0.0,0.0,53.0,55.0,8464.0,1494779.0,6.5,51.0,,,,,,17400.0,24800.0,3705.0,5837.0,2647.0,2395.0,18.0,0.0,33.0,234.0,,355.0,59.0,5147.0,180.0,367.0,,,,,45.2,35.8,16.8,47.4,106.9,880202.0,17.7
Valle d'Aosta/Vallée d'Aoste,2010,,,,,3261.0,632835.0,8.9,48.0,,,,,,19400.0,35500.0,448.0,872.0,480.0,393.0,7.0,0.0,15.0,80.0,,,114.0,642.0,,81.0,,,,,44.2,49.6,11.0,39.4,39.1,126686.0,14.5
Veneto,2010,18.0,15.0,5983.0,5974.0,18407.0,5609795.0,9.1,54.0,,,,,,18100.0,29800.0,15572.0,32846.0,17387.0,14695.0,990.0,0.0,907.0,1702.0,,782.0,525.0,9649.0,606.0,1186.0,5539.0,28989.0,174.0,180.0,43.4,42.4,13.9,43.7,275.8,4841933.0,16.1
Abruzzo,2011,1.0,1.0,273.0,272.0,10833.0,1385563.0,8.0,52.0,1080.08,1.07,0.54,0.69,4.9,15600.0,24100.0,5364.0,10071.0,4339.0,3563.0,228.0,0.0,113.0,548.0,17.0,318.0,352.0,6848.0,123.0,524.0,97.0,1306.0,,,44.3,38.2,17.4,44.4,122.9,1307273.0,34.3
Basilicata,2011,,,,,10073.0,453628.0,7.8,44.0,1008.02,0.69,0.86,0.17,8.64,12400.0,19300.0,1949.0,3975.0,1859.0,1554.0,115.0,0.0,31.0,190.0,17.0,211.0,29.0,5933.0,18.0,347.0,,,,,43.4,45.9,12.5,41.5,59.5,579358.0,47.6
Calabria,2011,1.0,1.0,1408.0,1405.0,15222.0,1280306.0,7.5,43.0,946.27,0.61,1.17,0.26,5.1,12100.0,17000.0,7391.0,10002.0,6031.0,5145.0,396.0,0.0,140.0,490.0,16.0,488.0,295.0,10892.0,279.0,851.0,16821.0,17788.0,3817.0,3887.0,42.0,48.2,13.7,38.1,132.9,1962856.0,47.1
Campania,2011,1.0,2.0,2857.0,2871.0,13670.0,2962639.0,6.8,43.0,886.05,0.9,0.9,0.29,7.04,12300.0,17500.0,21702.0,24511.0,16471.0,14842.0,272.0,0.0,487.0,1357.0,17.0,881.0,442.0,10543.0,647.0,1121.0,6126.0,13270.0,11726.0,11818.0,39.9,52.6,12.5,34.9,430.5,5765850.0,48.3
Centro (IT),2011,104.0,81.0,24578.0,24739.0,58085.0,12731652.0,,56.0,1047.14,1.54,0.98,0.69,4.06,18300.0,30600.0,,,,,,,,,24.0,2680.0,1133.0,33191.0,2029.0,3453.0,21168.0,34364.0,7371.0,7447.0,44.6,38.2,17.8,44.0,,11576480.0,22.3
Emilia-Romagna,2011,19.0,15.0,3679.0,3668.0,22453.0,6938111.0,8.3,,1096.77,1.87,0.67,0.65,4.87,20700.0,33200.0,17919.0,30539.0,18264.0,14543.0,2258.0,0.0,495.0,1463.0,,1207.0,568.0,19208.0,773.0,1292.0,2363.0,19918.0,,,45.1,38.9,17.3,43.8,193.2,4331343.0,15.7
Friuli-Venezia Giulia,2011,0.0,0.0,430.0,424.0,7862.0,1102972.0,8.2,56.0,1142.94,0.49,0.98,1.15,3.61,19300.0,29500.0,4669.0,9452.0,4427.0,4027.0,120.0,0.0,46.0,280.0,29.0,385.0,210.0,3719.0,299.0,469.0,8177.0,38556.0,,,46.2,41.8,13.5,44.7,161.4,1220849.0,16.3
Isole,2011,6.0,10.0,10235.0,10283.0,49933.0,3897569.0,,46.0,970.91,1.13,1.1,0.56,6.08,12800.0,18300.0,,,,,,,,,18.0,801.0,654.0,24483.0,228.0,1809.0,66682.0,76067.0,12442.0,12528.0,42.3,52.8,12.3,34.9,,6647338.0,48.9
Italy,2011,488.0,402.0,73877.0,73996.0,302073.0,56263060.0,8.0,52.0,995.49,1.34,0.86,0.62,5.05,17200.0,27500.0,231481.0,399835.0,208854.0,173770.0,10498.0,0.0,6086.0,24586.0,22.0,11912.0,6668.0,172356.0,7503.0,16661.0,167917.0,318869.0,37678.0,37980.0,43.7,44.0,15.0,41.0,,59364690.0,28.1
Lazio,2011,96.0,75.0,20998.0,21148.0,17232.0,3634164.0,8.7,55.0,973.16,2.08,0.87,0.55,4.06,18500.0,33800.0,26081.0,47061.0,20572.0,16498.0,942.0,0.0,314.0,3132.0,24.0,1110.0,470.0,10209.0,859.0,1213.0,4030.0,10816.0,1463.0,1420.0,43.6,33.7,19.5,46.7,325.0,5481572.0,24.1
Liguria,2011,0.0,0.0,698.0,696.0,5416.0,2383358.0,8.9,49.0,1367.7,1.91,0.95,0.95,5.6,19600.0,30100.0,6856.0,13090.0,5293.0,4612.0,59.0,0.0,204.0,622.0,19.0,481.0,375.0,3578.0,315.0,498.0,20836.0,51066.0,936.0,1003.0,48.5,36.5,17.9,45.6,294.7,1574132.0,19.4
Lombardia,2011,334.0,277.0,18344.0,18243.0,23864.0,6665369.0,8.2,58.0,918.82,2.08,0.57,0.66,5.22,21200.0,36300.0,35261.0,63047.0,37780.0,29722.0,1364.0,0.0,873.0,6694.0,26.0,1394.0,589.0,11345.0,788.0,1677.0,,,,,43.9,41.4,15.9,42.7,424.7,9663872.0,15.9
Marche,2011,3.0,4.0,297.0,300.0,9401.0,1890561.0,7.9,,1060.39,0.39,0.84,0.71,2.85,17300.0,26300.0,5464.0,10202.0,5503.0,4650.0,499.0,0.0,159.0,354.0,,239.0,168.0,6136.0,195.0,385.0,3495.0,5746.0,688.0,721.0,44.8,41.9,15.4,42.6,164.6,1541950.0,21.9
Molise,2011,,,,,4461.0,193359.0,8.1,43.0,1141.7,0.64,1.91,0.32,4.46,14200.0,21000.0,1207.0,2375.0,1245.0,968.0,34.0,0.0,29.0,243.0,17.0,69.0,36.0,2880.0,23.0,265.0,,,103.0,103.0,44.8,47.4,15.1,37.6,71.7,314342.0,33.8
Nord-Est,2011,39.0,29.0,10635.0,10603.0,62327.0,18046108.0,,56.0,1006.72,1.26,0.74,0.79,3.87,19700.0,32100.0,,,,,,,,,26.0,2667.0,1515.0,36559.0,1878.0,3309.0,15844.0,88122.0,155.0,133.0,44.4,40.8,15.3,43.9,,11428451.0,15.7
Nord-Ovest,2011,335.0,278.0,21001.0,20901.0,57928.0,12621814.0,,55.0,1019.05,1.81,0.71,0.68,4.75,20600.0,33700.0,,,,,,,,,26.0,3193.0,1899.0,28974.0,1856.0,4144.0,20836.0,51066.0,936.0,1003.0,44.9,41.3,15.6,43.2,,15729074.0,17.8
Piemonte,2011,1.0,0.0,1959.0,1962.0,25387.0,2932204.0,9.3,51.0,1116.35,1.24,0.94,0.62,3.51,19600.0,29200.0,15319.0,32223.0,16688.0,12160.0,1420.0,0.0,735.0,3108.0,27.0,1318.0,821.0,13407.0,753.0,1888.0,,,,,45.9,42.4,14.0,43.6,175.4,4364309.0,21.8
Provincia Autonoma di Bolzano/Bozen,2011,0.0,0.0,29.0,30.0,7398.0,2197901.0,7.9,55.0,768.59,0.6,0.6,0.79,0.6,21800.0,39200.0,1533.0,3539.0,1988.0,1677.0,152.0,0.0,66.0,159.0,30.0,290.0,212.0,4545.0,194.0,357.0,,,,,41.3,43.5,12.8,43.8,68.3,501815.0,11.1
Provincia Autonoma di Trento,2011,,,,,6207.0,2053160.0,10.1,58.0,877.82,0.38,0.57,1.34,2.29,20200.0,34400.0,1702.0,4300.0,2144.0,1569.0,225.0,0.0,47.0,350.0,30.0,,,,,,,,,,43.2,34.1,16.5,49.4,85.3,522486.0,14.4
Puglia,2011,1.0,1.0,2890.0,2921.0,19541.0,2690422.0,6.8,37.0,891.61,0.72,0.81,0.57,7.35,12700.0,17500.0,14499.0,23230.0,13366.0,11665.0,434.0,0.0,260.0,1267.0,14.0,604.0,313.0,12053.0,422.0,838.0,20314.0,36849.0,1121.0,1054.0,41.9,53.6,11.6,34.8,211.1,4053668.0,42.0
Sardegna,2011,2.0,3.0,3503.0,3516.0,24100.0,1357215.0,7.1,56.0,914.16,2.44,1.71,1.04,6.65,13800.0,20300.0,7712.0,11793.0,6139.0,5761.0,176.0,0.0,112.0,202.0,26.0,0.0,,8666.0,50.0,430.0,23408.0,30990.0,5730.0,5784.0,44.1,52.4,13.0,34.6,68.6,1641681.0,32.4
Sicilia,2011,5.0,7.0,6732.0,6767.0,25833.0,2540354.0,7.2,42.0,989.51,0.7,0.9,0.4,5.9,12500.0,17600.0,21102.0,23558.0,14623.0,12984.0,366.0,0.0,528.0,1273.0,16.0,801.0,654.0,15817.0,178.0,1379.0,43274.0,45077.0,6713.0,6745.0,41.6,52.9,12.1,35.0,196.9,5005657.0,54.3
Sud,2011,3.0,5.0,7428.0,7469.0,73800.0,8965917.0,,42.0,925.04,0.81,0.9,0.4,6.67,12700.0,18200.0,,,,,,,,,16.0,2571.0,1467.0,49149.0,1512.0,3946.0,43357.0,69212.0,16767.0,16862.0,41.5,50.5,12.9,36.5,,13983347.0,44.7
Toscana,2011,5.0,2.0,3199.0,3204.0,22988.0,5618856.0,7.0,58.0,1136.47,1.28,1.01,0.93,4.58,18500.0,29100.0,15580.0,31072.0,11828.0,10544.0,439.0,0.0,472.0,845.0,24.0,976.0,436.0,11784.0,792.0,1479.0,13644.0,17803.0,5221.0,5306.0,45.9,44.6,16.2,39.2,161.9,3668948.0,20.0
Umbria,2011,0.0,0.0,85.0,86.0,8464.0,1588071.0,6.6,53.0,1112.93,1.24,1.7,0.57,3.96,17900.0,25000.0,3789.0,5668.0,2681.0,2404.0,19.0,0.0,51.0,258.0,20.0,355.0,59.0,5062.0,183.0,376.0,,,,,45.5,33.9,16.8,49.3,107.1,884010.0,20.7
Valle d'Aosta/Vallée d'Aoste,2011,,,,,3261.0,640883.0,9.1,52.0,1007.18,0.79,,0.79,0.79,19600.0,36100.0,458.0,853.0,482.0,395.0,7.0,0.0,15.0,80.0,29.0,,114.0,644.0,,81.0,,,,,44.6,48.2,12.2,39.7,39.1,126761.0,13.6
Veneto,2011,20.0,14.0,6496.0,6482.0,18407.0,5753964.0,9.3,55.0,930.64,1.07,0.78,0.76,3.54,18600.0,30700.0,15923.0,39274.0,17131.0,14487.0,973.0,0.0,909.0,1671.0,26.0,785.0,525.0,9087.0,612.0,1191.0,5304.0,29647.0,155.0,133.0,43.8,42.6,14.1,43.4,276.2,4851958.0,16.2
Abruzzo,2012,1.0,1.0,280.0,279.0,10833.0,1386602.0,8.0,51.0,1097.7,0.76,1.07,0.38,5.12,14900.0,24000.0,5312.0,8490.0,4191.0,3542.0,215.0,0.0,114.0,434.0,17.0,319.0,352.0,12527.0,123.0,524.0,89.0,1293.0,,,44.6,35.6,17.5,46.9,123.1,1306416.0,27.7
Basilicata,2012,,,,,10073.0,457302.0,8.0,43.0,1035.23,1.21,0.52,0.52,8.84,12100.0,19300.0,1953.0,3812.0,1833.0,1495.0,183.0,0.0,31.0,155.0,15.0,211.0,29.0,7230.0,18.0,347.0,,,,,43.7,44.4,13.7,41.9,59.4,577562.0,46.9
Calabria,2012,1.0,1.0,1378.0,1391.0,15222.0,1264836.0,7.4,46.0,979.25,0.71,0.46,0.26,5.62,11700.0,16700.0,7527.0,9808.0,5375.0,4597.0,333.0,0.0,136.0,445.0,14.0,489.0,295.0,13992.0,279.0,851.0,17291.0,16270.0,3794.0,3966.0,42.3,46.8,14.3,38.9,132.7,1958418.0,46.4
Campania,2012,2.0,2.0,2875.0,2883.0,13670.0,2734344.0,6.9,45.0,899.64,0.92,0.71,0.38,7.21,11800.0,17400.0,21759.0,25082.0,15801.0,14191.0,288.0,0.0,469.0,1322.0,14.0,880.0,442.0,13024.0,647.0,1121.0,6091.0,12184.0,11170.0,11153.0,40.3,50.3,13.8,35.9,430.6,5764424.0,50.1
Centro (IT),2012,101.0,73.0,24057.0,24215.0,58085.0,12540484.0,,57.0,1083.84,1.62,0.63,0.54,4.64,17400.0,29700.0,,,,,,,,,21.0,2675.0,1145.0,52454.0,2029.0,3448.0,20581.0,36436.0,6431.0,6421.0,44.9,36.9,18.8,44.3,,11591705.0,24.9
Emilia-Romagna,2012,18.0,13.0,3551.0,3549.0,22453.0,6752061.0,8.3,60.0,1129.87,1.84,0.64,0.6,4.95,20100.0,32500.0,17768.0,29143.0,17673.0,13989.0,2234.0,0.0,495.0,1450.0,22.0,1221.0,568.0,18366.0,787.0,1306.0,3009.0,19394.0,,,45.3,37.8,17.9,44.3,194.2,4341240.0,16.0
Friuli-Venezia Giulia,2012,0.0,0.0,439.0,438.0,7862.0,1088400.0,8.0,59.0,1161.89,0.98,0.41,0.98,4.34,18500.0,28600.0,4595.0,11389.0,4462.0,4072.0,123.0,0.0,46.0,267.0,27.0,384.0,210.0,4879.0,299.0,469.0,8601.0,39218.0,,,46.5,37.5,17.1,45.5,161.4,1217780.0,18.0
Isole,2012,6.0,9.0,9747.0,9794.0,49933.0,3795466.0,,51.0,1002.15,1.11,0.74,0.42,5.66,12500.0,18200.0,,,,,,,,,17.0,801.0,654.0,47268.0,228.0,1809.0,64731.0,69812.0,11012.0,10836.0,42.6,51.8,13.3,34.9,,6637700.0,49.9
Italy,2012,468.0,363.0,72880.0,73038.0,302073.0,54994584.0,8.0,55.0,1025.25,1.42,0.77,0.53,5.19,16600.0,26900.0,230613.0,396348.0,203723.0,169384.0,10105.0,0.0,5682.0,24234.0,19.0,11916.0,6726.0,247004.0,7526.0,16676.0,166982.0,298750.0,34669.0,34580.0,44.0,42.8,15.8,41.4,,59394210.0,29.9
Lazio,2012,93.0,67.0,20522.0,20679.0,17232.0,3634164.0,8.6,58.0,1006.25,1.9,0.4,0.45,4.21,17400.0,32300.0,26007.0,46918.0,20654.0,17108.0,804.0,0.0,325.0,2742.0,22.0,1104.0,470.0,19757.0,859.0,1208.0,4866.0,13039.0,1120.0,1093.0,43.9,32.4,20.4,47.1,327.2,5500022.0,28.3
Liguria,2012,0.0,0.0,687.0,683.0,5416.0,2215890.0,8.8,57.0,1378.4,3.13,0.89,0.83,5.36,19100.0,29600.0,6885.0,14101.0,5723.0,4860.0,164.0,0.0,227.0,699.0,19.0,481.0,375.0,5435.0,315.0,498.0,21562.0,48011.0,965.0,1016.0,48.7,36.5,18.8,44.7,293.9,1567339.0,21.4
Lombardia,2012,318.0,249.0,18248.0,18151.0,23864.0,6712867.0,8.2,61.0,953.45,2.07,0.86,0.53,5.17,20400.0,35400.0,34896.0,62489.0,36908.0,28908.0,1303.0,0.0,888.0,6697.0,20.0,1394.0,604.0,16003.0,788.0,1677.0,,,,,44.1,40.1,16.5,43.5,427.5,9700881.0,19.3
Marche,2012,3.0,4.0,275.0,278.0,9401.0,1854613.0,8.1,58.0,1101.87,1.04,0.45,0.45,3.95,16800.0,25700.0,5443.0,12619.0,5328.0,4533.0,431.0,0.0,153.0,364.0,18.0,240.0,168.0,8195.0,195.0,385.0,3005.0,5311.0,525.0,541.0,45.0,40.0,16.8,43.2,164.7,1540688.0,23.2
Molise,2012,,,,,4461.0,164923.0,8.2,46.0,1140.01,1.28,,0.64,6.07,13600.0,20400.0,1227.0,2250.0,1188.0,895.0,44.0,0.0,24.0,249.0,17.0,60.0,36.0,3544.0,23.0,265.0,,,99.0,95.0,45.0,44.0,16.4,39.6,71.6,313145.0,36.1
Nord-Est,2012,39.0,26.0,10829.0,10820.0,62327.0,17702694.0,,60.0,1037.54,1.35,0.84,0.61,3.84,19000.0,31500.0,,,,,,,,,23.0,2677.0,1546.0,42395.0,1892.0,3321.0,17334.0,83727.0,114.0,105.0,44.7,39.3,15.8,44.9,,11442262.0,16.7
Nord-Ovest,2012,318.0,250.0,20804.0,20705.0,57928.0,12300236.0,,58.0,1050.37,1.95,0.95,0.59,4.78,19900.0,32900.0,,,,,,,,,21.0,3203.0,1914.0,39856.0,1866.0,4154.0,21562.0,48011.0,965.0,1016.0,45.1,40.4,16.3,43.3,,15752503.0,19.8
Piemonte,2012,0.0,0.0,1869.0,1871.0,25387.0,2699211.0,9.1,53.0,1150.56,1.24,1.15,0.64,3.8,18900.0,28200.0,15395.0,28087.0,16211.0,11608.0,1419.0,0.0,389.0,3184.0,22.0,1328.0,821.0,17652.0,763.0,1898.0,,,,,46.1,42.2,15.2,42.6,175.6,4357663.0,20.3
Provincia Autonoma di Bolzano/Bozen,2012,0.0,0.0,18.0,19.0,7398.0,2177349.0,7.9,59.0,817.09,0.79,0.99,0.79,2.37,21400.0,40500.0,1482.0,4555.0,1992.0,1685.0,150.0,0.0,66.0,157.0,28.0,289.0,212.0,5511.0,194.0,357.0,,,,,41.7,40.0,13.6,46.4,68.8,504708.0,12.2
Provincia Autonoma di Trento,2012,,,,,6207.0,2096863.0,10.1,64.0,883.26,1.71,1.71,0.95,4.93,19500.0,34100.0,1618.0,3937.0,2140.0,1560.0,220.0,0.0,47.0,360.0,24.0,,,,,,,,,,43.5,34.4,16.7,48.8,85.9,524877.0,19.2
Puglia,2012,1.0,1.0,2911.0,2949.0,19541.0,2647695.0,6.9,49.0,916.12,0.72,0.54,0.54,7.58,12500.0,17600.0,14590.0,21529.0,12410.0,10968.0,211.0,0.0,269.0,1231.0,11.0,603.0,313.0,14714.0,421.0,838.0,19304.0,31018.0,1033.0,930.0,42.3,53.7,12.4,33.9,211.1,4050072.0,49.0
Sardegna,2012,2.0,3.0,3465.0,3479.0,24100.0,1247003.0,7.1,58.0,943.62,1.77,1.34,0.61,5.37,13600.0,20300.0,7623.0,11966.0,5645.0,5280.0,168.0,0.0,106.0,197.0,21.0,,,12871.0,50.0,430.0,23624.0,28693.0,4624.0,4564.0,44.6,52.2,14.0,33.7,68.6,1637846.0,28.4
Sicilia,2012,4.0,6.0,6282.0,6315.0,25833.0,2548463.0,7.3,49.0,1021.34,0.9,0.54,0.36,5.76,12200.0,17500.0,21296.0,28430.0,14356.0,12532.0,439.0,0.0,511.0,1385.0,15.0,801.0,654.0,34397.0,178.0,1379.0,41107.0,41119.0,6388.0,6271.0,42.0,51.7,13.0,35.3,196.8,4999854.0,56.9
